category,product,rating,reviewText,date,deviceHash,verified,reviewLength
Restaurants,Smokey's BBQ,4,Great time at Smokey's BBQ! Food was authentic and fresh.,2007-11-05,DEV-586123,True,10
Restaurants,Monkey Bar,3,"Decent dining at Monkey Bar, nothing bland special.",2014-02-21,DEV-149135,True,8
Restaurants,Bukhara,4,Enjoyed Bukhara - authentic cuisine and good ambiance.,2005-12-09,DEV-579401,True,8
Restaurants,Big Daddy's,3,Big Daddy's is average - food is slow but acceptable.,2014-11-12,DEV-324247,True,10
Restaurants,Masala Library,5,Best restaurant experience - Masala Library is truly flavorful!,2010-02-14,DEV-565410,True,9
Restaurants,Farzi Cafe,5,Best restaurant experience - Farzi Cafe is truly cozy!,2001-08-14,DEV-998771,True,9
Restaurants,Bikanervala,4,Great time at Bikanervala! Food was authentic and fresh.,2000-06-03,DEV-531328,True,9
Restaurants,Big Daddy's,4,Great time at Big Daddy's! Food was authentic and fresh.,2006-07-15,DEV-376472,True,10
Restaurants,Neel,3,"Decent dining at Neel, nothing overcooked special.",2002-03-21,DEV-509348,True,7
Restaurants,Nirula's,4,Enjoyed Nirula's - flavorful cuisine and good ambiance.,2010-09-02,DEV-376339,True,8
Restaurants,Sagar Ratna,3,Sagar Ratna is average - food is bland but acceptable.,2006-01-31,DEV-344662,True,10
Restaurants,Haldiram's,2,Haldiram's was okay but food tasted slow.,2016-07-01,DEV-291036,True,7
Restaurants,Adrift Kaya,2,Adrift Kaya was okay but food tasted disgusting.,2026-10-17,DEV-801499,True,8
Restaurants,The Fatty Bao,3,"Decent dining at The Fatty Bao, nothing dirty special.",2014-12-11,DEV-251851,True,9
Restaurants,The Yellow Chilli,5,Amazing The Yellow Chilli! flavorful food and perfect service.,2002-08-30,DEV-471329,True,9
Restaurants,The Fatty Bao,3,The Fatty Bao is average - food is disgusting but acceptable.,2020-04-03,DEV-905298,True,11
Restaurants,Punjab Grill,5,Best restaurant experience - Punjab Grill is truly exceptional!,2017-03-19,DEV-339597,True,9
Restaurants,Big Daddy's,3,"Decent dining at Big Daddy's, nothing dirty special.",2001-11-16,DEV-125373,True,8
Restaurants,Copper Chimney,2,Copper Chimney was okay but food tasted bland.,2019-06-25,DEV-907394,True,8
Restaurants,Golden Dragon,1,Golden Dragon serves disgusting dishes - never coming back!,2004-08-07,DEV-264780,True,9
Restaurants,Karim's,1,Karim's serves dirty dishes - never coming back!,2001-04-15,DEV-846113,True,8
Restaurants,Bukhara,5,Amazing Bukhara! authentic food and perfect service.,2002-08-18,DEV-156949,False,7
Restaurants,Monkey Bar,5,Amazing Monkey Bar! delicious food and perfect service.,2004-11-27,DEV-164036,True,8
Restaurants,Farzi Cafe,5,Amazing Farzi Cafe! exceptional food and perfect service.,2005-01-14,DEV-910443,True,8
Restaurants,Neel,5,Best restaurant experience - Neel is truly exceptional!,2022-12-14,DEV-210186,True,8
Restaurants,Moti Mahal,2,Moti Mahal was okay but food tasted slow.,2019-01-31,DEV-484822,True,8
Restaurants,Nathu's Sweets,5,Amazing Nathu's Sweets! cozy food and perfect service.,2012-08-14,DEV-246279,True,8
Restaurants,Spice Route,2,Spice Route was okay but food tasted dirty.,2022-11-19,DEV-605748,False,8
Restaurants,Monkey Bar,4,Enjoyed Monkey Bar - delicious cuisine and good ambiance.,2013-07-28,DEV-266647,True,9
Restaurants,Juniper Bar,5,Best restaurant experience - Juniper Bar is truly delicious!,2024-08-17,DEV-794116,True,9
Restaurants,The Grammar Room,5,Best restaurant experience - The Grammar Room is truly authentic!,2002-10-23,DEV-830395,True,10
Restaurants,The Table,4,Enjoyed The Table - flavorful cuisine and good ambiance.,2011-06-01,DEV-928784,True,9
Restaurants,Shalimar,5,Best restaurant experience - Shalimar is truly authentic!,2017-07-30,DEV-524641,False,8
Restaurants,Toit,4,Enjoyed Toit - flavorful cuisine and good ambiance.,2006-11-24,DEV-292666,True,8
Restaurants,Bukhara,3,Bukhara is average - food is bland but acceptable.,2013-02-03,DEV-334687,True,9
Restaurants,Indian Accent,5,Best restaurant experience - Indian Accent is truly delicious!,2002-09-19,DEV-732815,True,9
Restaurants,Shanghai,5,Amazing Shanghai! cozy food and perfect service.,2011-05-31,DEV-854053,True,7
Restaurants,Moti Mahal,5,Amazing Moti Mahal! exceptional food and perfect service.,2015-08-17,DEV-132828,True,8
Restaurants,Spice Route,3,Spice Route is average - food is dirty but acceptable.,2009-03-10,DEV-331295,True,10
Restaurants,Haldiram's,4,Great time at Haldiram's! Food was flavorful and fresh.,2024-09-01,DEV-895403,True,9
Restaurants,Kiyan The Roseate,2,Mediocre meal at Kiyan The Roseate - service was overcooked.,2007-12-08,DEV-818397,True,10
Restaurants,Spice Route,4,Enjoyed Spice Route - delicious cuisine and good ambiance.,2019-10-23,DEV-869514,True,9
Restaurants,Tresind Studio,4,Enjoyed Tresind Studio - delicious cuisine and good ambiance.,2010-01-11,DEV-586865,True,9
Restaurants,Smokey's BBQ,3,Smokey's BBQ is average - food is disgusting but acceptable.,2015-07-04,DEV-790583,True,10
Restaurants,The Yellow Chilli,3,"Decent dining at The Yellow Chilli, nothing disgusting special.",2017-05-09,DEV-676851,True,9
Restaurants,The Grammar Room,3,"Decent dining at The Grammar Room, nothing bland special.",2005-09-18,DEV-859212,True,9
Restaurants,Juniper Bar,4,Enjoyed Juniper Bar - authentic cuisine and good ambiance.,2006-05-24,DEV-373029,True,9
Restaurants,Punjab Grill,5,Amazing Punjab Grill! exceptional food and perfect service.,2020-10-10,DEV-803163,True,8
Restaurants,Tresind Studio,3,Tresind Studio is average - food is dirty but acceptable.,2006-10-24,DEV-721564,True,10
Restaurants,Viva All Day Dining,4,Enjoyed Viva All Day Dining - delicious cuisine and good ambiance.,2014-05-07,DEV-381065,True,11
Restaurants,Adrift Kaya,4,Great time at Adrift Kaya! Food was authentic and fresh.,2024-11-03,DEV-290988,True,10
Restaurants,Kiyan The Roseate,5,Amazing Kiyan The Roseate! cozy food and perfect service.,2019-04-04,DEV-680577,True,9
Restaurants,Indian Accent,5,Best restaurant experience - Indian Accent is truly exceptional!,2013-04-30,DEV-594871,True,9
Restaurants,Masala Library,5,Best restaurant experience - Masala Library is truly cozy!,2007-01-20,DEV-645907,True,9
Restaurants,Noorani Cafe,2,Noorani Cafe was okay but food tasted overcooked.,2024-10-14,DEV-878598,True,8
Restaurants,Saravana Bhavan,1,Saravana Bhavan serves overcooked dishes - never coming back!,2024-12-11,DEV-636628,False,9
Restaurants,Oh! Calcutta,4,Enjoyed Oh! Calcutta - authentic cuisine and good ambiance.,2007-06-24,DEV-471761,True,9
Restaurants,Kheer Delhi,4,Great time at Kheer Delhi! Food was delicious and fresh.,2005-01-26,DEV-922670,True,10
Restaurants,Saravana Bhavan,4,Great time at Saravana Bhavan! Food was authentic and fresh.,2008-09-22,DEV-177402,True,10
Restaurants,Haldiram's,3,"Decent dining at Haldiram's, nothing dirty special.",2021-09-11,DEV-455177,False,7
Restaurants,Haldiram's,5,Amazing Haldiram's! exceptional food and perfect service.,2018-06-02,DEV-235164,False,7
Restaurants,Yauatcha,4,Great time at Yauatcha! Food was authentic and fresh.,2013-05-23,DEV-481037,True,9
Restaurants,Spice Route,4,Great time at Spice Route! Food was flavorful and fresh.,2014-07-07,DEV-639182,True,10
Restaurants,Karim's,3,"Decent dining at Karim's, nothing bland special.",2017-12-27,DEV-828056,False,7
Restaurants,Neel,4,Great time at Neel! Food was delicious and fresh.,2021-09-26,DEV-412305,True,9
Restaurants,Barbeque Nation,2,Mediocre meal at Barbeque Nation - service was dirty.,2005-04-12,DEV-776317,True,9
Restaurants,Saravana Bhavan,3,"Decent dining at Saravana Bhavan, nothing bland special.",2014-08-23,DEV-216434,False,8
Restaurants,Kiyan The Roseate,2,Kiyan The Roseate was okay but food tasted disgusting.,2008-09-24,DEV-115641,True,9
Restaurants,Bikanervala,5,Amazing Bikanervala! cozy food and perfect service.,2002-09-20,DEV-434763,True,7
Restaurants,Dum Pukht,4,Enjoyed Dum Pukht - authentic cuisine and good ambiance.,2004-09-08,DEV-315741,True,9
Restaurants,Kiyan The Roseate,5,Best restaurant experience - Kiyan The Roseate is truly exceptional!,2005-12-30,DEV-826737,True,10
Restaurants,The Fatty Bao,5,Best restaurant experience - The Fatty Bao is truly cozy!,2019-05-03,DEV-109525,True,10
Restaurants,L'Osteria Bella,5,Amazing L'Osteria Bella! cozy food and perfect service.,2015-10-05,DEV-712451,True,8
Restaurants,Saravana Bhavan,2,Saravana Bhavan was okay but food tasted slow.,2017-09-08,DEV-699888,True,8
Restaurants,Chutney's,4,Great time at Chutney's! Food was exceptional and fresh.,2014-10-26,DEV-286256,True,9
Restaurants,The Table,5,Amazing The Table! flavorful food and perfect service.,2001-05-16,DEV-206677,True,8
Restaurants,Saravana Bhavan,4,Enjoyed Saravana Bhavan - authentic cuisine and good ambiance.,2011-07-01,DEV-392356,True,9
Restaurants,The Bombay Canteen,3,The Bombay Canteen is average - food is overcooked but acceptable.,2000-09-01,DEV-127363,True,11
Restaurants,Nirula's,5,Amazing Nirula's! flavorful food and perfect service.,2001-12-08,DEV-652329,True,7
Restaurants,Karim's,5,Best restaurant experience - Karim's is truly exceptional!,2023-01-02,DEV-660705,True,8
Restaurants,Kheer Delhi,4,Great time at Kheer Delhi! Food was authentic and fresh.,2003-12-03,DEV-403538,True,10
Restaurants,Commissary,5,Best restaurant experience - Commissary is truly cozy!,2018-04-17,DEV-668142,True,8
Restaurants,Sagar Ratna,3,Sagar Ratna is average - food is bland but acceptable.,2005-01-14,DEV-724198,True,10
Restaurants,Dum Pukht,4,Great time at Dum Pukht! Food was cozy and fresh.,2006-06-19,DEV-755997,False,10
Restaurants,Monkey Bar,4,Great time at Monkey Bar! Food was flavorful and fresh.,2018-07-06,DEV-869423,False,10
Restaurants,Karim's,5,Amazing Karim's! authentic food and perfect service.,2007-02-26,DEV-754269,True,7
Restaurants,Copper Chimney,4,Enjoyed Copper Chimney - flavorful cuisine and good ambiance.,2006-11-02,DEV-631508,True,9
Restaurants,Kheer Delhi,4,Great time at Kheer Delhi! Food was delicious and fresh.,2006-05-21,DEV-220659,False,10
Restaurants,Karim's,4,Great time at Karim's! Food was delicious and fresh.,2011-09-16,DEV-807538,True,9
Restaurants,The Fatty Bao,5,Amazing The Fatty Bao! cozy food and perfect service.,2006-05-17,DEV-434547,True,9
Restaurants,Farzi Cafe,5,Amazing Farzi Cafe! authentic food and perfect service.,2020-04-03,DEV-208446,True,8
Restaurants,Dum Pukht,3,"Decent dining at Dum Pukht, nothing disgusting special.",2014-10-26,DEV-421104,False,8
Restaurants,Kake Di Hatti,5,Best restaurant experience - Kake Di Hatti is truly cozy!,2025-09-11,DEV-210667,True,10
Restaurants,Bukhara,5,Best restaurant experience - Bukhara is truly cozy!,2016-09-10,DEV-942155,True,8
Restaurants,Bukhara,4,Great time at Bukhara! Food was delicious and fresh.,2011-02-08,DEV-632910,True,9
Restaurants,Saravana Bhavan,4,Enjoyed Saravana Bhavan - cozy cuisine and good ambiance.,2017-03-30,DEV-184160,True,9
Restaurants,Copper Chimney,5,Amazing Copper Chimney! authentic food and perfect service.,2012-04-09,DEV-986768,True,8
Restaurants,Bukhara,5,Best restaurant experience - Bukhara is truly flavorful!,2004-01-16,DEV-422902,True,8
Restaurants,Karim's,5,Amazing Karim's! flavorful food and perfect service.,2008-08-29,DEV-732730,True,7
Restaurants,Moti Mahal,5,Amazing Moti Mahal! flavorful food and perfect service.,2019-01-28,DEV-223053,True,8
Restaurants,The Yellow Chilli,5,Best restaurant experience - The Yellow Chilli is truly exceptional!,2006-08-08,DEV-433995,True,10
Restaurants,The Great Kabab Factory,3,"Decent dining at The Great Kabab Factory, nothing bland special.",2007-10-10,DEV-353149,True,10
Restaurants,Spice Art,4,Enjoyed Spice Art - exceptional cuisine and good ambiance.,2006-05-23,DEV-485307,False,9
Restaurants,The Table,5,Best restaurant experience - The Table is truly authentic!,2017-10-08,DEV-800574,True,9
Restaurants,Barbeque Nation,4,Great time at Barbeque Nation! Food was exceptional and fresh.,2023-01-04,DEV-395529,True,10
Restaurants,Karim's,5,Best restaurant experience - Karim's is truly authentic!,2013-11-23,DEV-529753,True,8
Restaurants,Yauatcha,5,Amazing Yauatcha! flavorful food and perfect service.,2002-02-13,DEV-735082,True,7
Restaurants,The Great Kabab Factory,4,Great time at The Great Kabab Factory! Food was cozy and fresh.,2006-07-04,DEV-591437,True,12
Restaurants,Big Daddy's,4,Great time at Big Daddy's! Food was delicious and fresh.,2008-01-19,DEV-254105,True,10
Restaurants,Barbeque Nation,4,Great time at Barbeque Nation! Food was delicious and fresh.,2018-10-29,DEV-278135,True,10
Restaurants,The Yellow Chilli,4,Enjoyed The Yellow Chilli - delicious cuisine and good ambiance.,2007-10-11,DEV-123067,True,10
Restaurants,Spice Art,5,Best restaurant experience - Spice Art is truly flavorful!,2004-07-31,DEV-929868,False,9
Restaurants,Juniper Bar,4,Great time at Juniper Bar! Food was authentic and fresh.,2012-12-11,DEV-630529,False,10
Restaurants,Kheer Delhi,2,Kheer Delhi was okay but food tasted bland.,2008-10-21,DEV-558612,True,8
Restaurants,Nirula's,3,"Decent dining at Nirula's, nothing disgusting special.",2022-03-22,DEV-371314,True,7
Restaurants,Copper Chimney,2,Mediocre meal at Copper Chimney - service was bland.,2007-11-29,DEV-452843,True,9
Restaurants,Spice Art,3,Spice Art is average - food is disgusting but acceptable.,2020-05-07,DEV-203994,True,10
Restaurants,Bukhara,4,Enjoyed Bukhara - flavorful cuisine and good ambiance.,2020-07-21,DEV-923573,True,8
Restaurants,Tresind Studio,5,Amazing Tresind Studio! cozy food and perfect service.,2015-12-25,DEV-688940,True,8
Restaurants,The Table,5,Best restaurant experience - The Table is truly delicious!,2007-01-01,DEV-221330,True,9
Restaurants,Toit,4,Enjoyed Toit - exceptional cuisine and good ambiance.,2002-07-12,DEV-468758,True,8
Restaurants,Kake Di Hatti,5,Best restaurant experience - Kake Di Hatti is truly delicious!,2013-06-21,DEV-986454,False,10
Restaurants,The Great Kabab Factory,5,Best restaurant experience - The Great Kabab Factory is truly exceptional!,2002-04-02,DEV-602911,True,11
Restaurants,Big Daddy's,2,Mediocre meal at Big Daddy's - service was slow.,2002-10-08,DEV-590167,True,9
Restaurants,Masala Library,5,Best restaurant experience - Masala Library is truly authentic!,2005-02-23,DEV-914988,False,9
Restaurants,Monkey Bar,4,Great time at Monkey Bar! Food was authentic and fresh.,2004-01-06,DEV-646081,True,10
Restaurants,Darbar,4,Enjoyed Darbar - exceptional cuisine and good ambiance.,2025-10-23,DEV-169116,True,8
Restaurants,Big Daddy's,3,"Decent dining at Big Daddy's, nothing overcooked special.",2016-11-18,DEV-855278,True,8
Restaurants,Haldiram's,5,Amazing Haldiram's! exceptional food and perfect service.,2001-11-21,DEV-710838,False,7
Restaurants,The Table,3,The Table is average - food is overcooked but acceptable.,2004-03-31,DEV-644295,True,10
Restaurants,Barbeque Nation,3,"Decent dining at Barbeque Nation, nothing bland special.",2002-11-15,DEV-743519,True,8
Restaurants,The Grammar Room,5,Amazing The Grammar Room! cozy food and perfect service.,2020-04-08,DEV-816624,True,9
Restaurants,Viva All Day Dining,4,Enjoyed Viva All Day Dining - cozy cuisine and good ambiance.,2013-01-07,DEV-483745,True,11
Restaurants,Smokey's BBQ,5,Best restaurant experience - Smokey's BBQ is truly flavorful!,2022-07-28,DEV-790140,True,9
Restaurants,Masala Library,5,Amazing Masala Library! cozy food and perfect service.,2002-08-02,DEV-190841,True,8
Restaurants,Kheer Delhi,4,Enjoyed Kheer Delhi - exceptional cuisine and good ambiance.,2025-11-08,DEV-566155,True,9
Restaurants,Haldiram's,4,Great time at Haldiram's! Food was exceptional and fresh.,2011-03-19,DEV-752938,True,9
Restaurants,Masala Library,5,Best restaurant experience - Masala Library is truly delicious!,2026-01-21,DEV-984508,True,9
Restaurants,The Bombay Canteen,4,Enjoyed The Bombay Canteen - delicious cuisine and good ambiance.,2021-04-08,DEV-707161,True,10
Restaurants,The Fatty Bao,3,The Fatty Bao is average - food is disgusting but acceptable.,2017-07-22,DEV-724870,True,11
Restaurants,Edesia Crowne Plaza,5,Best restaurant experience - Edesia Crowne Plaza is truly authentic!,2005-10-10,DEV-718259,True,10
Restaurants,Sagar Ratna,3,Sagar Ratna is average - food is bland but acceptable.,2015-09-06,DEV-882441,True,10
Restaurants,Nirula's,5,Amazing Nirula's! authentic food and perfect service.,2012-10-16,DEV-855441,True,7
Restaurants,Nathu's Sweets,5,Best restaurant experience - Nathu's Sweets is truly cozy!,2015-08-29,DEV-219971,True,9
Restaurants,Monkey Bar,4,Enjoyed Monkey Bar - exceptional cuisine and good ambiance.,2001-02-04,DEV-307842,True,9
Restaurants,Viva All Day Dining,2,Viva All Day Dining was okay but food tasted dirty.,2006-04-04,DEV-706667,True,10
Restaurants,Commissary,5,Amazing Commissary! cozy food and perfect service.,2009-07-08,DEV-295653,True,7
Restaurants,Bukhara,5,Best restaurant experience - Bukhara is truly authentic!,2022-10-19,DEV-744181,True,8
Restaurants,Punjab Grill,5,Best restaurant experience - Punjab Grill is truly flavorful!,2004-07-05,DEV-436718,True,9
Restaurants,The Grammar Room,5,Best restaurant experience - The Grammar Room is truly authentic!,2006-05-09,DEV-324219,True,10
Restaurants,Nathu's Sweets,5,Amazing Nathu's Sweets! cozy food and perfect service.,2017-11-09,DEV-118328,True,8
Restaurants,Nathu's Sweets,4,Enjoyed Nathu's Sweets - authentic cuisine and good ambiance.,2005-10-10,DEV-152687,True,9
Restaurants,Oh! Calcutta,5,Amazing Oh! Calcutta! exceptional food and perfect service.,2002-09-08,DEV-936791,True,8
Restaurants,Toit,4,Enjoyed Toit - exceptional cuisine and good ambiance.,2025-08-21,DEV-825106,True,8
Restaurants,Smokey's BBQ,2,Smokey's BBQ was okay but food tasted bland.,2023-02-24,DEV-748170,True,8
Restaurants,Farzi Cafe,4,Enjoyed Farzi Cafe - cozy cuisine and good ambiance.,2008-02-23,DEV-904602,True,9
Restaurants,Tresind Studio,3,"Decent dining at Tresind Studio, nothing overcooked special.",2020-03-06,DEV-364129,False,8
Restaurants,Spice Route,3,Spice Route is average - food is slow but acceptable.,2001-05-25,DEV-932968,True,10
Restaurants,Monkey Bar,3,"Decent dining at Monkey Bar, nothing dirty special.",2001-02-11,DEV-334055,True,8
Restaurants,The Fatty Bao,2,Mediocre meal at The Fatty Bao - service was dirty.,2009-07-06,DEV-383161,False,10
Restaurants,The Table,4,Enjoyed The Table - exceptional cuisine and good ambiance.,2017-08-23,DEV-598662,True,9
Restaurants,Golden Dragon,5,Amazing Golden Dragon! exceptional food and perfect service.,2026-11-27,DEV-475602,True,8
Restaurants,The Grammar Room,4,Enjoyed The Grammar Room - flavorful cuisine and good ambiance.,2010-12-23,DEV-398296,True,10
Restaurants,Moti Mahal,4,Enjoyed Moti Mahal - flavorful cuisine and good ambiance.,2019-04-03,DEV-305571,True,9
Restaurants,Adrift Kaya,5,Amazing Adrift Kaya! flavorful food and perfect service.,2001-08-15,DEV-192107,True,8
Restaurants,Farzi Cafe,5,Amazing Farzi Cafe! exceptional food and perfect service.,2013-08-15,DEV-310743,True,8
Restaurants,The Yellow Chilli,5,Best restaurant experience - The Yellow Chilli is truly delicious!,2011-08-08,DEV-625337,False,10
Restaurants,Toit,4,Great time at Toit! Food was cozy and fresh.,2002-07-17,DEV-463984,True,9
Restaurants,Paesano,5,Amazing Paesano! delicious food and perfect service.,2018-10-24,DEV-760340,True,7
Restaurants,Indian Accent,4,Enjoyed Indian Accent - delicious cuisine and good ambiance.,2020-07-08,DEV-104452,True,9
Restaurants,The Grammar Room,2,The Grammar Room was okay but food tasted disgusting.,2019-03-27,DEV-690270,True,9
Restaurants,The Fatty Bao,2,The Fatty Bao was okay but food tasted disgusting.,2022-09-28,DEV-606478,True,9
Restaurants,Viva All Day Dining,4,Great time at Viva All Day Dining! Food was exceptional and fresh.,2019-11-04,DEV-258211,True,12
Restaurants,Saravana Bhavan,1,Terrible experience at Saravana Bhavan. Food was overcooked and service awful.,2015-12-16,DEV-997588,False,11
Restaurants,Toit,4,Enjoyed Toit - authentic cuisine and good ambiance.,2004-05-25,DEV-838997,False,8
Restaurants,Monkey Bar,5,Best restaurant experience - Monkey Bar is truly cozy!,2000-09-19,DEV-382110,True,9
Restaurants,Barbeque Nation,5,Amazing Barbeque Nation! flavorful food and perfect service.,2018-04-13,DEV-315910,True,8
Restaurants,Commissary,1,Terrible experience at Commissary. Food was overcooked and service awful.,2022-08-10,DEV-739864,True,10
Restaurants,Viva All Day Dining,4,Great time at Viva All Day Dining! Food was delicious and fresh.,2016-08-11,DEV-586046,True,12
Restaurants,Neel,3,Neel is average - food is bland but acceptable.,2003-05-23,DEV-893179,True,9
Restaurants,Nathu's Sweets,4,Enjoyed Nathu's Sweets - cozy cuisine and good ambiance.,2000-05-29,DEV-859278,True,9
Restaurants,The Great Kabab Factory,4,Great time at The Great Kabab Factory! Food was exceptional and fresh.,2005-04-11,DEV-262866,True,12
Restaurants,The Table,5,Best restaurant experience - The Table is truly delicious!,2010-08-29,DEV-678567,True,9
Restaurants,Moti Mahal,1,Moti Mahal serves bland dishes - never coming back!,2012-09-18,DEV-130553,True,9
Restaurants,The Fatty Bao,2,Mediocre meal at The Fatty Bao - service was overcooked.,2019-01-20,DEV-980587,True,10
Restaurants,Paesano,5,Best restaurant experience - Paesano is truly delicious!,2014-01-30,DEV-313490,False,8
Restaurants,Copper Chimney,4,Enjoyed Copper Chimney - cozy cuisine and good ambiance.,2003-09-18,DEV-679579,True,9
Restaurants,Neel,4,Great time at Neel! Food was authentic and fresh.,2004-12-27,DEV-566079,True,9
Restaurants,Dum Pukht,5,Best restaurant experience - Dum Pukht is truly exceptional!,2006-07-15,DEV-851480,True,9
Restaurants,Spice Route,3,"Decent dining at Spice Route, nothing overcooked special.",2026-11-26,DEV-489443,True,8
Restaurants,Golden Dragon,4,Great time at Golden Dragon! Food was exceptional and fresh.,2017-10-08,DEV-946693,True,10
Restaurants,Oh! Calcutta,5,Amazing Oh! Calcutta! exceptional food and perfect service.,2025-02-23,DEV-961485,True,8
Restaurants,Yauatcha,4,Enjoyed Yauatcha - exceptional cuisine and good ambiance.,2024-12-07,DEV-662404,True,8
Restaurants,Indian Accent,2,Indian Accent was okay but food tasted overcooked.,2015-04-27,DEV-153577,False,8
Restaurants,The Bombay Canteen,5,Amazing The Bombay Canteen! cozy food and perfect service.,2001-07-07,DEV-288416,True,9
Restaurants,Chutney's,2,Chutney's was okay but food tasted bland.,2024-12-01,DEV-393777,True,7
Restaurants,Nathu's Sweets,3,"Decent dining at Nathu's Sweets, nothing bland special.",2023-02-25,DEV-781586,True,8
Restaurants,Masala Library,4,Great time at Masala Library! Food was authentic and fresh.,2020-12-30,DEV-359635,True,10
Restaurants,The Yellow Chilli,3,The Yellow Chilli is average - food is overcooked but acceptable.,2002-08-11,DEV-805832,False,11
Restaurants,Bikanervala,5,Best restaurant experience - Bikanervala is truly flavorful!,2015-12-03,DEV-794683,False,8
Restaurants,Social,5,Best restaurant experience - Social is truly delicious!,2010-01-11,DEV-123612,True,8
Restaurants,The Fatty Bao,5,Amazing The Fatty Bao! flavorful food and perfect service.,2003-09-18,DEV-122024,True,9
Restaurants,Paesano,5,Best restaurant experience - Paesano is truly authentic!,2019-08-31,DEV-934744,True,8
Restaurants,Farzi Cafe,1,Terrible experience at Farzi Cafe. Food was slow and service awful.,2014-04-10,DEV-657351,True,11
Restaurants,The Bombay Canteen,3,The Bombay Canteen is average - food is bland but acceptable.,2022-04-05,DEV-299368,True,11
Restaurants,Neel,4,Enjoyed Neel - authentic cuisine and good ambiance.,2008-09-26,DEV-412584,True,8
Restaurants,The Grammar Room,5,Best restaurant experience - The Grammar Room is truly delicious!,2020-02-03,DEV-499193,True,10
Restaurants,Noorani Cafe,5,Amazing Noorani Cafe! cozy food and perfect service.,2010-08-20,DEV-704049,False,8
Restaurants,Darbar,3,Darbar is average - food is dirty but acceptable.,2006-05-28,DEV-425545,True,9
Restaurants,Saravana Bhavan,3,Saravana Bhavan is average - food is dirty but acceptable.,2015-02-06,DEV-509935,True,10
Restaurants,L'Osteria Bella,4,Great time at L'Osteria Bella! Food was delicious and fresh.,2017-07-30,DEV-829809,True,10
Restaurants,The Table,4,Great time at The Table! Food was authentic and fresh.,2001-12-10,DEV-933163,True,10
Restaurants,Paesano,5,Amazing Paesano! authentic food and perfect service.,2004-04-30,DEV-285424,True,7
Restaurants,Bikanervala,4,Great time at Bikanervala! Food was authentic and fresh.,2018-01-17,DEV-750690,True,9
Restaurants,Kheer Delhi,3,Kheer Delhi is average - food is bland but acceptable.,2018-06-01,DEV-647793,True,10
Restaurants,Haldiram's,3,Haldiram's is average - food is slow but acceptable.,2007-05-20,DEV-759782,False,9
Restaurants,Haldiram's,2,Haldiram's was okay but food tasted overcooked.,2004-10-07,DEV-892983,False,7
Restaurants,Nirula's,4,Great time at Nirula's! Food was cozy and fresh.,2010-08-09,DEV-649037,True,9
Restaurants,Bikanervala,4,Great time at Bikanervala! Food was exceptional and fresh.,2018-05-03,DEV-698083,True,9
Restaurants,Copper Chimney,5,Best restaurant experience - Copper Chimney is truly authentic!,2002-01-26,DEV-689882,False,9
Restaurants,Viva All Day Dining,4,Great time at Viva All Day Dining! Food was cozy and fresh.,2009-08-27,DEV-592764,True,12
Restaurants,Moti Mahal,5,Amazing Moti Mahal! flavorful food and perfect service.,2014-03-17,DEV-886697,True,8
Restaurants,Spice Route,4,Great time at Spice Route! Food was authentic and fresh.,2002-09-24,DEV-893062,True,10
Restaurants,Saravana Bhavan,3,Saravana Bhavan is average - food is disgusting but acceptable.,2018-02-19,DEV-225217,False,10
Restaurants,Bikanervala,3,"Decent dining at Bikanervala, nothing slow special.",2004-11-22,DEV-837038,True,7
Restaurants,Sagar Ratna,4,Enjoyed Sagar Ratna - authentic cuisine and good ambiance.,2000-08-02,DEV-464163,False,9
Restaurants,Golden Dragon,5,Amazing Golden Dragon! exceptional food and perfect service.,2013-09-20,DEV-997693,True,8
Restaurants,Spice Route,2,Mediocre meal at Spice Route - service was slow.,2011-07-18,DEV-837191,True,9
Restaurants,Chutney's,5,Best restaurant experience - Chutney's is truly flavorful!,2005-08-19,DEV-710909,True,8
Restaurants,Barbeque Nation,4,Great time at Barbeque Nation! Food was flavorful and fresh.,2012-07-29,DEV-171838,False,10
Restaurants,The Great Kabab Factory,4,Enjoyed The Great Kabab Factory - delicious cuisine and good ambiance.,2013-09-13,DEV-110922,True,11
Restaurants,Social,4,Great time at Social! Food was authentic and fresh.,2012-12-24,DEV-529116,True,9
Restaurants,Social,4,Enjoyed Social - flavorful cuisine and good ambiance.,2024-11-01,DEV-334685,True,8
Restaurants,Juniper Bar,3,"Decent dining at Juniper Bar, nothing disgusting special.",2020-05-18,DEV-296018,True,8
Restaurants,Spice Art,4,Enjoyed Spice Art - flavorful cuisine and good ambiance.,2000-05-09,DEV-150318,True,9
Restaurants,Bukhara,3,"Decent dining at Bukhara, nothing disgusting special.",2007-02-10,DEV-723969,True,7
Restaurants,Neel,3,"Decent dining at Neel, nothing overcooked special.",2016-12-26,DEV-183175,True,7
Restaurants,Commissary,5,Amazing Commissary! flavorful food and perfect service.,2012-01-24,DEV-143427,True,7
Restaurants,Smokey's BBQ,5,Amazing Smokey's BBQ! flavorful food and perfect service.,2012-09-02,DEV-220728,False,8
Restaurants,Kake Di Hatti,5,Amazing Kake Di Hatti! delicious food and perfect service.,2008-10-16,DEV-153467,True,9
Restaurants,Darbar,3,"Decent dining at Darbar, nothing overcooked special.",2010-11-08,DEV-359071,True,7
Restaurants,Commissary,4,Enjoyed Commissary - flavorful cuisine and good ambiance.,2019-02-10,DEV-536908,True,8
